conceptType,conceptUri,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,inScheme,description,code
SkillGroup,http://data.europa.eu/esco/isced-f/109,programas de serviços não classificados noutras áreas,,,,,,"http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,
SkillGroup,http://data.europa.eu/esco/isced-f/1099,programas de serviços não classificados noutras áreas,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/isced-f/99,área desconhecida,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/999,área desconhecida,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f
http://data.europa.eu/esco/concept-scheme/skills",,
SkillGroup,http://data.europa.eu/esco/isced-f/9999,área desconhecida,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/isced-f",,
SkillGroup,http://data.europa.eu/esco/skill/25a26ff6-af18-40b0-b2e2-cb58471015eb,valores,,,,2017-02-14T12:01:25Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups",Princípios ou normas de comportamento que revelem a apreciação do que é importante na vida.,
SkillGroup,http://data.europa.eu/esco/skill/426ceaba-6867-481c-bb6b-aee3933da7d2,segurança TIC,,,,2017-02-28T15:49:35Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skill-ict-groups
http://data.europa.eu/esco/concept-scheme/skills","Proteção pessoal, proteção de dados, proteção da identidade digital, medidas de segurança, utilização segura e sustentável.",
SkillGroup,http://data.europa.eu/esco/skill/4f663b30-1c49-4634-82e4-7e582b1551b7,aplicação de conhecimentos,,,,2017-02-15T10:34:44Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills","Aspetos gerais das competências especializadas que são comummente utilizadas no local de trabalho e na aprendizagem, por exemplo, TIC, Matemática; refere-se também ao conhecimento da organização e do ambiente de trabalho.",
SkillGroup,http://data.europa.eu/esco/skill/574257ea-7b64-4100-b7b6-e27c233fe143,comunicação e colaboração digitais,,,,2017-02-28T15:48:21Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skill-ict-groups
http://data.europa.eu/esco/concept-scheme/skills","Comunicar em ambientes digitais, partilhar recursos através de ferramentas em linha, estabelecer ligações com outros e colaborar através de ferramentas digitais, interagir com comunidades e redes e participar nas mesmas, sensibilização intercultural.",
SkillGroup,http://data.europa.eu/esco/skill/58095196-d766-4a5c-b16c-d941489f8e66,linguagem,,,,2017-01-23T10:19:52Z,,http://data.europa.eu/esco/concept-scheme/skills,"Capacidade para comunicar através da leitura, escrita, falar e ouvir na língua materna e/ou numa língua estrangeira.",
SkillGroup,http://data.europa.eu/esco/skill/629685b8-5f9e-4522-8cff-b3e2c4ec625a,tratamento de dados digitais,,,,2017-02-28T15:47:32Z,,"http://data.europa.eu/esco/concept-scheme/skill-ict-groups
http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Identificar, localizar, recuperar, armazenar, organizar e analisar informações digitais, avaliar a sua pertinência e finalidade.",
SkillGroup,http://data.europa.eu/esco/skill/6e1ac650-52a8-40b8-b1fc-fc5e582882f3,saúde e segurança,,,,2017-02-14T09:50:53Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills",Conhecimento de e adesão a regulamentação e procedimentos pertinentes destinados a garantir práticas de trabalho seguras e sustentáveis para a própria pessoa e outras pessoas.,
SkillGroup,http://data.europa.eu/esco/skill/7e5147d1-60b1-4a68-804b-1f5cb0396b91,resolução de problemas com a ajuda de ferramentas e equipamentos TIC,,,,2017-02-28T15:50:07Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skill-ict-groups","Identificar as necessidades e os recursos digitais, tomar decisões informadas sobre as ferramentas digitais mais adequadas, em função do objetivo ou da necessidade, resolver problemas conceptuais através de meios digitais, utilizar de forma criativa as tecnologias, resolver problemas técnicos, atualizar a sua própria competência e outras competências.",
SkillGroup,http://data.europa.eu/esco/skill/7ee746cb-fded-47f5-9652-19ebebbce51b,competências/aptidões transversais,,,,2017-01-23T10:19:52Z,,http://data.europa.eu/esco/concept-scheme/skills,,
SkillGroup,http://data.europa.eu/esco/skill/81c66e05-0b64-4cc5-8707-432f59fb6528,atitudes e valores,,,,2017-02-14T12:01:25Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills","Estilos de trabalho individuais, preferências e crenças relacionadas com o trabalho que sustentam o comportamento, para que os conhecimentos e as competências sejam efetivamente aplicados.",
SkillGroup,http://data.europa.eu/esco/skill/8f18f987-33e2-4228-9efb-65de25d03330,interação social,,,,2017-02-15T15:04:28Z,,"http://data.europa.eu/esco/concept-scheme/skill-transversal-groups
http://data.europa.eu/esco/concept-scheme/skills","Capacidade para participar de forma eficaz e orientada para objetivos com outras pessoas encontradas no trabalho ou no estudo, por exemplo, com colegas, pares, clientes e doentes.",
SkillGroup,http://data.europa.eu/esco/skill/A,atitudes e valores,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A
SkillGroup,http://data.europa.eu/esco/skill/A1,atitudes,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1
SkillGroup,http://data.europa.eu/esco/skill/A1.0,atitudes,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.0
SkillGroup,http://data.europa.eu/esco/skill/A1.0.0,atitudes,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.0.0
SkillGroup,http://data.europa.eu/esco/skill/A1.1,adaptar-se à mudança,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.1
SkillGroup,http://data.europa.eu/esco/skill/A1.1.0,adaptar-se à mudança,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.1.0
SkillGroup,http://data.europa.eu/esco/skill/A1.10,gerir situações geradoras de frustração,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.10
SkillGroup,http://data.europa.eu/esco/skill/A1.10.0,gerir situações geradoras de frustração,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.10.0
SkillGroup,http://data.europa.eu/esco/skill/A1.12,gerir critérios qualidade,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.12
SkillGroup,http://data.europa.eu/esco/skill/A1.12.0,gerir critérios qualidade,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.12.0
SkillGroup,http://data.europa.eu/esco/skill/A1.12.1,,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.12.1
SkillGroup,http://data.europa.eu/esco/skill/A1.12.2,,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.12.2
SkillGroup,http://data.europa.eu/esco/skill/A1.12.3,,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.12.3
SkillGroup,http://data.europa.eu/esco/skill/A1.13,honrar compromissos,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.13
SkillGroup,http://data.europa.eu/esco/skill/A1.13.0,honrar compromissos,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.13.0
SkillGroup,http://data.europa.eu/esco/skill/A1.13.1,,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.13.1
SkillGroup,http://data.europa.eu/esco/skill/A1.13.2,,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.13.2
SkillGroup,http://data.europa.eu/esco/skill/A1.13.3,,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.13.3
SkillGroup,http://data.europa.eu/esco/skill/A1.14,demonstrar persistência,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.14
SkillGroup,http://data.europa.eu/esco/skill/A1.14.0,demonstrar persistência,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.14.0
SkillGroup,http://data.europa.eu/esco/skill/A1.15,trabalhar eficazmente,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.15
SkillGroup,http://data.europa.eu/esco/skill/A1.15.0,trabalhar eficazmente,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.15.0
SkillGroup,http://data.europa.eu/esco/skill/A1.16,trabalhar de forma independente,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.16
SkillGroup,http://data.europa.eu/esco/skill/A1.16.0,trabalhar de forma independente,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.16.0
SkillGroup,http://data.europa.eu/esco/skill/A1.2,dar atenção ao pormenor,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.2
SkillGroup,http://data.europa.eu/esco/skill/A1.2.0,dar atenção ao pormenor,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.2.0
SkillGroup,http://data.europa.eu/esco/skill/A1.3,dar atenção à higiene,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.3
SkillGroup,http://data.europa.eu/esco/skill/A1.3.0,dar atenção à higiene,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.3.0
SkillGroup,http://data.europa.eu/esco/skill/A1.4,funcionar capazmente sob pressão,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.4
SkillGroup,http://data.europa.eu/esco/skill/A1.4.0,funcionar capazmente sob pressão,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.4.0
SkillGroup,http://data.europa.eu/esco/skill/A1.5,funcionar capazmente em situações de incerteza,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.5
SkillGroup,http://data.europa.eu/esco/skill/A1.5.0,funcionar capazmente em situações de incerteza,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.5.0
SkillGroup,http://data.europa.eu/esco/skill/A1.6,demonstrar curiosidade,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.6
SkillGroup,http://data.europa.eu/esco/skill/A1.6.0,demonstrar curiosidade,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.6.0
SkillGroup,http://data.europa.eu/esco/skill/A1.7,demonstrar entusiasmo,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.7
SkillGroup,http://data.europa.eu/esco/skill/A1.7.0,demonstrar entusiasmo,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.7.0
SkillGroup,http://data.europa.eu/esco/skill/A1.8,demonstrar disponibilidade para aprender,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.8
SkillGroup,http://data.europa.eu/esco/skill/A1.8.0,demonstrar disponibilidade para aprender,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A1.8.0
SkillGroup,http://data.europa.eu/esco/skill/A1.9,trabalhar arduamente,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.9
SkillGroup,http://data.europa.eu/esco/skill/A1.9.0,trabalhar arduamente,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A1.9.0
SkillGroup,http://data.europa.eu/esco/skill/A2,valores,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A2
SkillGroup,http://data.europa.eu/esco/skill/A2.0,valores,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A2.0
SkillGroup,http://data.europa.eu/esco/skill/A2.0.0,valores,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A2.0.0
SkillGroup,http://data.europa.eu/esco/skill/A2.1,demonstrar consideração,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A2.1
SkillGroup,http://data.europa.eu/esco/skill/A2.1.0,demonstrar consideração,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A2.1.0
SkillGroup,http://data.europa.eu/esco/skill/A2.2,demonstrar boas maneiras,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A2.2
SkillGroup,http://data.europa.eu/esco/skill/A2.2.0,demonstrar boas maneiras,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,A2.2.0
SkillGroup,http://data.europa.eu/esco/skill/A2.3,respeitar o código de conduta,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A2.3
SkillGroup,http://data.europa.eu/esco/skill/A2.3.0,respeitar o código de conduta,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,A2.3.0
SkillGroup,http://data.europa.eu/esco/skill/K,conhecimentos ,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,K
SkillGroup,http://data.europa.eu/esco/skill/L,competências e conhecimentos linguísticos,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,L
SkillGroup,http://data.europa.eu/esco/skill/L1,Línguas,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,L1
SkillGroup,http://data.europa.eu/esco/skill/L2,Línguas clássicas,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,L2
SkillGroup,http://data.europa.eu/esco/skill/S,aptidões,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S
SkillGroup,http://data.europa.eu/esco/skill/S1,"comunicação, colaboração e criatividade",,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1
SkillGroup,http://data.europa.eu/esco/skill/S1.0,"comunicação, colaboração e criatividade",,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.0
SkillGroup,http://data.europa.eu/esco/skill/S1.0.0,"comunicação, colaboração e criatividade",,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.0.0
SkillGroup,http://data.europa.eu/esco/skill/S1.1,negociar,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.1
SkillGroup,http://data.europa.eu/esco/skill/S1.1.0,negociar,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.1.0
SkillGroup,http://data.europa.eu/esco/skill/S1.1.1,negociar e gerir contratos e acordos,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.1.1
SkillGroup,http://data.europa.eu/esco/skill/S1.1.2,fazer mediação e resolução de litígios,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.1.2
SkillGroup,http://data.europa.eu/esco/skill/S1.1.3,responder a queixas,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.1.3
SkillGroup,http://data.europa.eu/esco/skill/S1.11,conceber sistemas e produtos,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.11
SkillGroup,http://data.europa.eu/esco/skill/S1.11.0,conceber sistemas e produtos,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.11.0
SkillGroup,http://data.europa.eu/esco/skill/S1.11.1,conceber sistemas ou aplicações tic,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.11.1
SkillGroup,http://data.europa.eu/esco/skill/S1.11.2,conceber sistemas ou equipamento elétricos e eletrónicos,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.11.2
SkillGroup,http://data.europa.eu/esco/skill/S1.11.3,desenvolver receitas ou menus,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.11.3
SkillGroup,http://data.europa.eu/esco/skill/S1.11.4,conceber estruturas ou instalações,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.11.4
SkillGroup,http://data.europa.eu/esco/skill/S1.11.5,"conceber materiais, sistemas ou produtos industriais",,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.11.5
SkillGroup,http://data.europa.eu/esco/skill/S1.12,"criar materiais artísticos, visuais ou instrutivos",,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.12
SkillGroup,http://data.europa.eu/esco/skill/S1.12.0,"criar materiais artísticos, visuais ou instrutivos",,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.12.0
SkillGroup,http://data.europa.eu/esco/skill/S1.12.1,criar exposições de artigos e decorações,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.12.1
SkillGroup,http://data.europa.eu/esco/skill/S1.12.2,desenvolver materiais instrutivos ou promocionais,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.12.2
SkillGroup,http://data.europa.eu/esco/skill/S1.12.3,criar desenhos ou manifestações artísticos,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.12.3
SkillGroup,http://data.europa.eu/esco/skill/S1.13,redigir e compor,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.13
SkillGroup,http://data.europa.eu/esco/skill/S1.13.0,redigir e compor,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.13.0
SkillGroup,http://data.europa.eu/esco/skill/S1.13.1,compor música,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.13.1
SkillGroup,http://data.europa.eu/esco/skill/S1.13.2,escrever textos artísticos e criativos,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.13.2
SkillGroup,http://data.europa.eu/esco/skill/S1.13.3,escrever textos técnicos ou académicos,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.13.3
SkillGroup,http://data.europa.eu/esco/skill/S1.14,representar e entreter,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.14
SkillGroup,http://data.europa.eu/esco/skill/S1.14.0,representar e entreter,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.14.0
SkillGroup,http://data.europa.eu/esco/skill/S1.14.1,praticar desportos,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.14.1
SkillGroup,http://data.europa.eu/esco/skill/S1.14.2,desempenhar atividades artísticas ou culturais,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.14.2
SkillGroup,http://data.europa.eu/esco/skill/S1.14.3,conduzir atividades relacionadas com jogos,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.14.3
SkillGroup,http://data.europa.eu/esco/skill/S1.15,utilizar mais de uma língua,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.15
SkillGroup,http://data.europa.eu/esco/skill/S1.15.0,utilizar mais de uma língua,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.15.0
SkillGroup,http://data.europa.eu/esco/skill/S1.15.1,utilizar línguas estrangeiras,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.15.1
SkillGroup,http://data.europa.eu/esco/skill/S1.15.2,traduzir e interpretar,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.15.2
SkillGroup,http://data.europa.eu/esco/skill/S1.2,manter contactos e criar redes,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.2
SkillGroup,http://data.europa.eu/esco/skill/S1.2.0,manter contactos e criar redes,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.2.0
SkillGroup,http://data.europa.eu/esco/skill/S1.2.1,coordenar atividades com outros,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.2.1
SkillGroup,http://data.europa.eu/esco/skill/S1.2.3,desenvolver relações ou redes profissionais,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.2.3
SkillGroup,http://data.europa.eu/esco/skill/S1.2.4,defender as necessidades individuais ou da comunidade,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.2.4
SkillGroup,http://data.europa.eu/esco/skill/S1.3,ensinar e dar formação,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.3
SkillGroup,http://data.europa.eu/esco/skill/S1.3.0,ensinar e dar formação,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.3.0
SkillGroup,http://data.europa.eu/esco/skill/S1.3.1,ensinar matérias académicas ou de ensino profissional,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.3.1
SkillGroup,http://data.europa.eu/esco/skill/S1.3.2,ensinar procedimentos de segurança,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.3.2
SkillGroup,http://data.europa.eu/esco/skill/S1.3.3,dar formação em procedimentos operacionais,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.3.3
SkillGroup,http://data.europa.eu/esco/skill/S1.3.4,dar formação em tópicos de saúde ou médicos,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.3.4
SkillGroup,http://data.europa.eu/esco/skill/S1.3.5,fazer acompanhamento e tutoria,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.3.5
SkillGroup,http://data.europa.eu/esco/skill/S1.4,apresentar informação,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.4
SkillGroup,http://data.europa.eu/esco/skill/S1.4.0,apresentar informação,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.4.0
SkillGroup,http://data.europa.eu/esco/skill/S1.4.1,apresentar informações gerais,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.4.1
SkillGroup,http://data.europa.eu/esco/skill/S1.4.2,apresentar informação de investigação ou técnica,,,,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.4.2
SkillGroup,http://data.europa.eu/esco/skill/S1.4.3,apresentar informação em processos judiciais,,,,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S1.4.3
